RBP	Gene Symbol	Chromesome	Strand	Exon Start	Exon End	Upstream Exon Start	Upstream Exon End	Downstream Exon Start	Downstream Exon End	ΔPSI	Upstream Motif Presence	Exon Motif Presence	Downstream Motif Presence	Upstream CLIP-seq Peak Presence	Exon CLIP-seq Peak Presence	Downstream CLIP-seq Peak Presence
RBFOX2	MAP3K7	chr6	-	91254270	91254351	91246055	91246120	91256976	91257106	0.372	√	×	√	√	√	×
HNRNPK	MMAB	chr12	-	109999047	109999134	109998844	109998909	109999224	109999322	0.371	√	×	√	×	√	×
SRSF1	WDR45	chrX	-	48935301	48935406	48934303	48934409	48935495	48935570	0.371	√	×	√	√	√	√
SRSF1	CD46	chr1	+	207940951	207940996	207940357	207940540	207941123	207941168	0.371	×	×	√	×	√	√
U2AF2	GCFC2	chr2	-	75929438	75929573	75928315	75928413	75933648	75933777	0.371	√	√	×	√	√	×
DDX6	MANBAL	chr20	+	35925749	35925937	35918051	35918089	35927165	35927282	0.37	×	×	√	×	×	×
HNRNPC	SNHG14	chr15	+	25345925	25346037	25344291	25344425	25349005	25351441	0.37	×	×	×	√	√	√
HNRNPC	RP11-349A22.5	chr14	-	58753357	58753545	58752303	58752474	58758352	58758425	0.37	×	×	×	√	√	×
DDX6	TTLL3	chr3	+	9860238	9860604	9854990	9855029	9862229	9862425	0.369	×	×	×	×	×	×
FASTKD2	PML	chr15	+	74324912	74325056	74317197	74317268	74325496	74325755	0.369	×	×	×	×	×	×
HNRNPC	RBM39	chr20	-	34301623	34301779	34300940	34301018	34302106	34302346	0.369	√	√	√	×	√	√
HNRNPC	UCHL5	chr1	-	192997004	192997085	192992973	192993076	192997214	192997278	0.369	√	×	√	×	√	×
HNRNPC	MRPS28	chr8	-	80940929	80941031	80915233	80915415	80942288	80942467	0.369	√	√	×	√	×	×
IGF2BP1	IFT140	chr16	-	1618217	1618335	1616161	1616292	1621407	1621535	0.369	×	×	×	×	×	×
LARP4	PHYKPL	chr5	-	177642276	177642431	177641796	177641886	177649355	177649581	0.369	×	×	×	×	×	×
RBFOX2	GLYCTK	chr3	+	52325812	52325938	52324975	52325127	52326275	52327190	0.369	×	×	√	√	×	√
TIA1	ASXL1	chr20	+	31017703	31017856	31017140	31017234	31019123	31019287	0.369	×	×	√	×	√	√
U2AF2	TCF7L2	chr10	+	114919678	114919751	114918425	114918476	114925313	114927437	0.369	√	×	×	√	×	√
UCHL5	NAV2	chr11	+	20104137	20104146	20101609	20101755	20104552	20104725	0.369	×	×	×	√	×	√
DDX55	GOLGA2B	chr12	-	100551126	100551223	100550942	100551034	100551305	100551517	0.368	×	×	×	×	×	×
DDX6	VWA1	chr1	+	1372306	1372513	1371050	1371201	1372701	1372864	0.368	×	√	×	×	×	×
DDX6	GPR56	chr16	+	57675498	57675620	57653957	57654048	57684164	57684263	0.368	×	×	×	×	×	×
FASTKD2	ASAH2B	chr10	+	52504961	52505034	52502674	52502770	52509102	52509162	0.368	×	×	×	×	×	×
HNRNPU	MTF2	chr1	+	93592788	93592856	93584889	93584958	93599259	93599365	0.368	√	×	√	√	×	×
LARP4	TARBP1	chr1	-	234536598	234536694	234529391	234529583	234536926	234537008	0.368	×	×	×	×	×	×
LSM11	EVA1A	chr2	-	75753237	75753325	75749490	75749613	75787805	75788064	0.368	×	×	×	×	×	×
SUB1	CASP2	chr7	+	142997472	142997533	142997296	142997387	143000876	143001026	0.368	×	×	×	×	×	×
TBRG4	NISCH	chr3	+	52514894	52515125	52514154	52514311	52518528	52518653	0.368	×	√	×	×	×	×
TBRG4	NISCH	chr3	+	52514894	52515053	52514199	52514311	52518528	52518653	0.368	×	√	×	×	×	×
DDX55	SORBS1	chr10	-	97110972	97111133	97106162	97106209	97114638	97114724	0.367	×	√	×	×	×	×
HNRNPK	MKNK2	chr19	-	2039629	2039855	2037630	2037828	2040132	2040176	0.367	×	√	√	×	×	√
IGF2BP2	GS1-179L18.1	chr7	-	53847849	53847923	53847638	53847731	53879200	53879624	0.367	×	×	×	×	×	×
TBRG4	SP140L	chr2	+	231193471	231193546	231191984	231192016	231222519	231222682	0.367	×	√	×	×	×	×
DDX55	CCBL2	chr1	-	89453934	89454034	89435091	89435150	89458267	89458431	0.366	×	×	×	×	×	×
EIF3D	SETD5	chr3	+	9476273	9476314	9476017	9476169	9476507	9476566	0.366	×	×	×	√	×	√
EIF3D	METTL22	chr16	+	8728895	8728936	8722756	8722967	8729024	8729139	0.366	×	×	×	×	×	√
HNRNPA1	AUH	chr9	-	94122560	94122722	94118369	94118437	94123909	94124169	0.366	√	×	×	×	×	√
HNRNPK	LYRM1	chr16	+	20913807	20914039	20911987	20912211	20926877	20927036	0.366	×	√	×	×	√	×
LSM11	ELMOD3	chr2	+	85590219	85590289	85589308	85589383	85595808	85595877	0.366	√	×	×	×	×	×
PTBP1	MTSS1L	chr16	-	70713012	70713226	70712154	70712312	70713532	70713607	0.366	√	×	√	√	×	×
DDX6	SLC25A19	chr17	-	73284468	73284542	73282713	73282883	73285434	73285467	0.365	√	×	√	×	×	×
EIF4G2	MECOM	chr3	-	168825713	168825740	168819847	168820014	168830574	168830662	0.365	×	×	×	×	×	×
EIF4G2	TM9SF4	chr20	+	30732893	30733012	30730784	30730880	30734587	30734665	0.365	×	×	×	×	×	×
HNRNPC	RBM39	chr20	-	34301626	34301779	34300940	34301018	34302106	34302346	0.365	√	√	√	×	√	√
ILF3	RBCK1	chr20	+	401514	401675	400201	400375	402770	402882	0.365	√	×	√	√	√	√
LARP4	MKL1	chr22	-	40990677	40990739	40948109	40948371	41032481	41032689	0.365	×	×	×	×	×	×
PTBP1	SEC31A	chr4	-	83763292	83763494	83750152	83750211	83765538	83765662	0.365	√	×	√	√	√	×
RBFOX2	MAP3K7	chr6	-	91254270	91254351	91246055	91246120	91256976	91257106	0.365	√	×	√	√	×	√
SUPV3L1	ZNF846	chr19	-	9870535	9870618	9868150	9869440	9872757	9872844	0.365	×	×	√	×	×	×
U2AF2	EPB41L2	chr6	-	131201504	131201629	131201283	131201346	131206235	131206408	0.365	×	×	√	√	√	√
DDX55	PMS2P3	chr7	-	75141632	75141745	75140252	75140436	75141912	75141999	0.364	√	√	×	×	×	×
LARP7	TTC38	chr22	+	46665038	46665186	46664410	46664488	46668231	46668313	0.364	×	×	×	×	×	×
DDX55	PI4KB	chr1	-	151297220	151297393	151288048	151288985	151299746	151299853	0.363	×	×	×	×	×	×
IGF2BP1	ENOSF1	chr18	-	677344	677444	675320	675402	678695	678737	0.363	×	×	√	×	×	×
METAP2	TPTEP1	chr22	+	17130792	17131016	17119468	17119630	17133822	17134695	0.363	×	×	√	×	×	√
DDX6	F7	chr13	+	113768065	113768090	113760104	113760219	113768160	113768274	0.362	×	×	×	×	×	×
EIF4G2	XPO1	chr2	-	61752404	61752468	61749745	61749818	61752626	61753656	0.362	×	×	×	×	×	×
LARP4	C5orf42	chr5	-	37157414	37157564	37153841	37154095	37157771	37157970	0.362	×	×	×	×	×	×
LSM11	LCORL	chr4	-	17887690	17887784	17842821	17847524	17910716	17910968	0.362	×	×	×	×	×	×
U2AF1	CLK1	chr2	-	201724847	201724938	201724402	201724469	201725960	201726189	0.362	×	×	√	√	×	√
DDX6	METTL6	chr3	-	15457004	15457090	15455527	15455669	15457278	15457449	0.361	×	×	×	×	×	×
DDX6	SLC12A5	chr20	+	44651568	44651710	44650488	44650525	44652007	44652228	0.361	×	×	√	×	×	×
EIF4G2	KIF13B	chr8	-	28932797	28932860	28929136	28929833	28950261	28950395	0.361	×	×	×	×	×	×
LARP4	RABGAP1L	chr1	+	174927027	174927205	174926593	174926686	174938413	174938524	0.361	×	×	×	×	×	×
TBRG4	CUL5	chr11	+	107974916	107975629	107969187	107969256	107976933	107977579	0.361	×	√	×	×	×	×
U2AF2	ENTPD1-AS1	chr10	-	97664586	97664674	97636274	97636417	97849022	97849064	0.361	√	×	×	√	×	√
DDX55	PXN-AS1	chr12	+	120648732	120648909	120647641	120647737	120650177	120650941	0.36	×	×	×	×	×	√
DDX6	SLC12A5	chr20	+	44651492	44651710	44650414	44650525	44652007	44652228	0.36	×	×	√	×	×	×
HNRNPC	ETFA	chr15	-	76602272	76602405	76584959	76585041	76603690	76603813	0.36	√	×	×	√	√	×
HNRNPC	FBXL12	chr19	-	9924813	9925018	9921983	9922393	9929220	9929293	0.36	√	×	√	√	×	×
SAFB2	FASTKD3	chr5	-	7866758	7868309	7866010	7866096	7869091	7869115	0.36	×	×	×	×	×	×
SRSF1	CLASP1	chr2	-	122166599	122166623	122165046	122165291	122168441	122168545	0.36	×	×	×	×	√	√
EIF4G2	RP11-407N17.3	chr14	+	39790131	39790260	39788412	39788495	39796067	39796226	0.359	×	×	×	×	×	×
LSM11	PRKAR1A	chr17	+	66511127	66511260	66508590	66508689	66511534	66511717	0.359	×	√	×	×	×	×
LSM11	ABCG5	chr2	-	44053520	44053660	44051357	44051571	44055121	44055254	0.359	√	×	×	×	×	×
TBRG4	SREBF2	chr22	+	42274662	42274762	42273945	42274127	42276719	42276996	0.359	√	×	×	×	×	×
HNRNPC	FANCA	chr16	-	89844748	89844870	89842149	89842223	89845208	89845258	0.358	×	×	√	√	×	√
IGF2BP1	TCIRG1	chr11	+	67810412	67810498	67810109	67810330	67811037	67811120	0.358	×	×	×	×	×	×
LARP4	GLTSCR1	chr19	+	48185232	48185409	48182577	48184533	48197371	48197983	0.358	×	×	×	×	×	×
LSM11	MTMR2	chr11	-	95647405	95647476	95621319	95621425	95657038	95657371	0.358	×	×	×	×	×	×
METAP2	LUC7L3	chr17	+	48828585	48828723	48828107	48828213	48829560	48829946	0.358	×	×	×	√	×	√
SRSF1	OGT	chrX	+	70764399	70764485	70757678	70757922	70767756	70767873	0.358	×	×	×	×	√	√
AUH	STON2	chr14	-	81790360	81790531	81743244	81745083	81837331	81837529	0.357	×	×	×	×	×	×
DDX55	SENP6	chr6	+	76332466	76332574	76331247	76331341	76333615	76333676	0.357	×	×	×	×	×	×
IGF2BP2	SLMO1	chr18	+	12420323	12420492	12407894	12408006	12421538	12421628	0.357	×	×	×	×	×	×
PTBP1	XIAP	chrX	+	122994016	122994143	122993726	122993755	123019480	123019561	0.357	×	×	√	√	×	×
EFTUD2	STK36	chr2	+	219557209	219557234	219556865	219557016	219557305	219557433	0.356	×	×	×	√	×	√
HNRNPC	LINC00963	chr9	+	132264675	132265418	132255756	132255874	132265601	132265951	0.356	×	√	×	√	√	×
RBM15	NEK1	chr4	-	170476870	170477002	170458959	170459062	170477082	170477246	0.356	×	×	×	√	√	×
SRSF1	CALM2	chr2	-	47399552	47399598	47397872	47397903	47403579	47403650	0.356	×	×	×	×	√	√
U2AF2	ZNF655	chr7	+	99159897	99160117	99158155	99158318	99161485	99162328	0.356	√	√	√	√	√	√
DDX55	SP110	chr2	-	231081495	231081536	231079664	231079833	231084588	231084676	0.355	√	×	×	×	×	×
DDX55	TMEM175	chr4	+	941496	941942	926262	926328	944208	944279	0.355	×	√	×	×	×	×
IGF2BP2	AC018737.1	chr2	+	122407876	122407957	122407225	122407487	122408043	122409114	0.355	×	×	√	×	×	×
PTBP1	ZNF655	chr7	+	99159510	99159596	99158155	99158318	99169310	99169415	0.355	√	×	√	√	×	×
PTBP1	HSPD1	chr2	-	198359386	198359495	198358871	198358974	198360017	198360100	0.355	×	×	×	√	√	×
EIF4G2	NPHP3	chr3	-	132418196	132418294	132416103	132416206	132418761	132418905	0.354	×	×	×	×	×	×
IGF2BP1	RP11-1L9.1	chrX	+	13397716	13397917	13395306	13395454	13398471	13398567	0.354	×	√	×	×	×	×
NOL12	OPN3	chr1	-	241767721	241767881	241761047	241761299	241803183	241803642	0.354	√	×	×	×	×	×
TIA1	PPP6R2	chr22	+	50832178	50832228	50827414	50827540	50832321	50832564	0.354	×	×	×	√	×	√
AUH	HSD17B1	chr17	+	40705842	40705905	40705456	40705636	40706422	40706600	0.353	×	×	√	×	×	×
DDX55	BAZ2B	chr2	-	160253578	160253611	160252279	160252345	160253855	160253900	0.353	×	×	×	×	×	×
DDX6	MANBAL	chr20	+	35925698	35925937	35918065	35918089	35927165	35927282	0.353	×	×	√	×	×	×
FASTKD2	SCMH1	chr1	-	41618270	41618413	41617285	41617356	41626546	41626570	0.353	×	×	×	×	×	×
LARP4	POLL	chr10	-	103342519	103342648	103340004	103340173	103344358	103344477	0.353	×	×	×	×	×	×
LSM11	SSH1	chr12	-	109196097	109196144	109194555	109194702	109198831	109198960	0.353	×	×	×	×	×	×
QKI	DOCK6	chr19	-	11339973	11340066	11339676	11339711	11343878	11344042	0.353	√	×	√	√	√	√
SUB1	CHD3	chr17	+	7810918	7811020	7810670	7810806	7811211	7811337	0.353	×	×	×	×	×	×
EIF4G2	CNPY3	chr6	+	42903149	42903211	42896981	42897459	42903311	42903408	0.352	×	×	×	×	×	×
NOL12	CCDC66	chr3	+	56599161	56599232	56597711	56598153	56600621	56600734	0.352	×	×	×	×	×	×
QKI	FAM208B	chr10	+	5762222	5762360	5756097	5756170	5762506	5762631	0.352	×	√	×	×	√	×
SUB1	ZNF76	chr6	+	35261527	35261692	35260657	35260821	35262232	35262346	0.352	×	×	×	×	×	×
DDX3X	OCIAD1	chr4	+	48833243	48833450	48833079	48833158	48834636	48834680	0.351	×	×	×	√	√	×
HNRNPC	AGL	chr1	+	100318116	100318259	100316530	100316680	100327058	100327269	0.351	√	×	√	√	×	×
LARP7	ZNF767	chr7	-	149260610	149260694	149255876	149255930	149317014	149317128	0.351	×	×	×	×	×	×
NKRF	MBTD1	chr17	-	49336503	49336567	49302368	49302570	49337195	49337427	0.351	√	×	×	√	×	√
NOL12	ASXL1	chr20	+	30959580	30959677	30956817	30956926	30959966	30960041	0.351	×	×	×	×	×	×
NOL12	FAM13B	chr5	-	137281916	137282000	137281590	137281686	137284643	137284873	0.351	×	×	×	×	×	×
SRSF1	CD46	chr1	+	207941043	207941168	207940357	207940540	207943665	207943707	0.351	×	√	×	√	√	×
U2AF1	TCF7L2	chr10	+	114919678	114919751	114918425	114918476	114925313	114927437	0.351	√	×	×	×	√	√
DDX55	DNMT3B	chr20	+	31394014	31394133	31390190	31390276	31395567	31397162	0.35	×	×	×	×	×	×
HNRNPK	ARID1B	chr6	+	157495980	157496139	157495141	157495251	157502102	157502312	0.35	×	√	×	×	√	×
RBM22	CWC25	chr17	-	36966528	36966653	36965954	36966018	36966720	36966848	0.35	×	×	√	√	×	×
SF3A3	GCFC2	chr2	-	75929405	75929573	75928315	75928413	75933648	75933777	0.35	×	×	×	√	√	×
U2AF2	TVP23C	chr17	-	15406411	15406546	15343524	15343599	15443746	15443875	0.35	×	×	×	×	√	√
DDX6	SLC5A9	chr1	+	48694774	48694837	48694521	48694626	48694966	48695131	0.349	×	×	×	×	×	×
HNRNPC	DPM1	chr20	-	49557641	49557746	49557401	49557492	49558567	49558663	0.349	√	√	×	×	√	×
HNRNPK	ZC3H11A	chr1	+	203765420	203765729	203764798	203764922	203770702	203770756	0.349	×	√	×	√	√	×
HNRNPK	ZC3H11A	chr1	+	203765420	203765482	203764781	203764922	203770702	203770756	0.349	×	×	√	√	√	√
LSM11	MPDZ	chr9	-	13147546	13147657	13139985	13140148	13150509	13150687	0.349	×	×	×	×	×	×
PTBP1	RP11-300J18.3	chr14	+	88491750	88491825	88490957	88491013	88510958	88511192	0.349	√	×	×	√	×	×
DDX55	ZFC3H1	chr12	-	72041528	72041593	72038693	72038855	72050664	72051081	0.348	×	×	×	×	×	×
EIF4G2	C1orf63	chr1	-	25570944	25570989	25570040	25570124	25571640	25571792	0.348	×	×	√	×	×	×
EIF4G2	WDR27	chr6	-	170068628	170068872	170068077	170068281	170070664	170070796	0.348	×	√	×	×	×	×
EIF4G2	FAM227B	chr15	-	49869825	49869861	49869368	49869502	49880212	49880280	0.348	×	×	×	×	×	×
HNRNPC	SREK1	chr5	+	65451892	65454760	65449290	65449424	65455046	65455162	0.348	√	√	×	×	√	×
IGF2BP2	STK19	chr6	+	31940397	31940696	31940128	31940288	31946679	31946775	0.348	×	×	×	×	×	×
LARP4	RPRD2	chr1	+	150414356	150414434	150413398	150413499	150415706	150415759	0.348	×	×	×	×	×	×
NCBP2	PTBP1	chr19	+	805512	805569	805012	805187	806407	806556	0.348	×	×	×	×	×	√
SUB1	AJ006998.2	chr21	-	16757940	16758008	16742840	16743230	16762896	16762937	0.348	×	×	×	×	×	×
U2AF2	ANKRD10	chr13	-	111555818	111555886	111545044	111545610	111558379	111558442	0.348	×	×	×	√	√	√
DDX55	LCORL	chr4	-	17887690	17887784	17842821	17847524	17910716	17910968	0.347	×	×	×	×	×	×
DDX55	GLT8D1	chr3	-	52738739	52738968	52734460	52734512	52739462	52739780	0.347	×	×	×	×	×	×
DDX6	PLAGL1	chr6	-	144269121	144269597	144261436	144263800	144281605	144281679	0.347	×	√	×	×	×	×
FASTKD2	AMHR2	chr12	+	53823614	53823762	53823236	53823409	53823929	53824066	0.347	√	×	×	×	×	×
FASTKD2	AP1G2	chr14	-	24031170	24031275	24030720	24030844	24031496	24031624	0.347	×	×	×	×	×	×
FMR1	SNRNP70	chr19	+	49605370	49606844	49604646	49604728	49607890	49607992	0.347	×	√	×	×	√	√
LARP4	AP1G1	chr16	-	71840588	71840631	71823181	71823385	71841703	71842053	0.347	×	√	×	×	×	×
PRPF8	EXOC7	chr17	-	74087223	74087316	74086409	74086478	74090494	74090662	0.347	×	×	×	√	×	√
U2AF1	ABCG5	chr2	-	44065175	44065352	44064972	44065094	44065675	44065787	0.347	×	×	√	√	√	√
DDX55	BAZ2B	chr2	-	160253584	160253611	160252279	160252345	160253855	160253900	0.346	×	×	×	×	×	×
DDX55	SETD9	chr5	+	56206995	56207363	56205086	56205570	56208837	56208961	0.346	×	×	×	×	×	×
EFTUD2	SRRM1	chr1	+	24974514	24974657	24973569	24973699	24975349	24975378	0.346	√	×	×	√	√	√
IGF2BP1	PLEKHA4	chr19	-	49362116	49362307	49360678	49360753	49362458	49362639	0.346	×	×	×	×	×	×
PTBP1	MTSS1L	chr16	-	70713012	70713226	70712154	70712312	70713532	70713607	0.346	√	×	√	√	×	√
DDX55	C8orf44	chr8	+	67588979	67589137	67579886	67579936	67589876	67590189	0.345	√	×	×	×	×	×
LSM11	PRKAR1A	chr17	+	66511127	66511260	66509040	66509111	66511534	66511717	0.345	×	√	×	×	×	×
LSM11	BAZ2B	chr2	-	160284451	160284553	160268845	160269056	160284821	160284930	0.345	×	×	×	×	×	×
SUB1	MGRN1	chr16	+	4736259	4736304	4733843	4733933	4738796	4739040	0.345	×	×	×	×	×	×
U2AF1	GANAB	chr11	-	62401763	62401847	62400916	62400986	62402292	62402472	0.345	√	√	×	√	×	√
U2AF2	GKAP1	chr9	-	86407865	86407969	86403515	86403593	86414099	86414243	0.345	×	×	√	×	√	√
XPO5	RHBG	chr1	+	156351858	156351992	156339041	156339227	156352538	156352660	0.345	×	×	√	√	√	×
DDX6	PCNP	chr3	+	101298432	101298848	101293029	101293123	101309058	101309114	0.344	√	√	×	×	×	×
FASTKD2	GKAP1	chr9	-	86383732	86383885	86368172	86368274	86395296	86395319	0.344	×	×	×	×	×	×
ILF3	CHTF18	chr16	+	845316	845356	844053	844201	845684	845720	0.344	√	×	√	×	×	×
KHSRP	RAPGEF2	chr4	+	160265187	160265211	160264432	160264556	160266257	160266481	0.344	×	×	√	√	×	√
SAFB2	GYPB	chr4	-	144922337	144922436	144920563	144920602	144940403	144940490	0.344	×	×	×	×	×	×
SRSF9	ITGAE	chr17	-	3626581	3626634	3623600	3623696	3626981	3627131	0.344	×	×	×	×	√	√
U2AF2	EPB41L2	chr6	-	131197813	131197915	131190798	131191266	131206235	131206408	0.344	×	×	√	√	√	√
DDX55	ZNF74	chr22	+	20749622	20749708	20748852	20748952	20754921	20755048	0.343	×	×	×	×	×	×
DDX55	EXOC7	chr17	-	74087223	74087316	74086409	74086478	74090494	74090662	0.343	×	×	×	×	×	×
DDX55	PLXNA3	chrX	+	153699224	153699352	153698784	153698954	153699447	153699660	0.343	×	×	×	×	×	×
DDX6	MMAB	chr12	-	109999047	109999134	109998844	109998909	109999224	109999322	0.343	×	√	×	×	×	×
EIF4G2	THAP9-AS1	chr4	-	83820865	83820890	83814697	83816927	83821229	83821376	0.343	×	×	√	×	×	×
HNRNPA1	ANKRD10	chr13	-	111552876	111553008	111545303	111545610	111558379	111558471	0.343	×	×	√	×	×	√
HNRNPK	ZNF346	chr5	+	176450160	176450235	176449725	176449914	176468126	176468230	0.343	√	√	√	√	√	√
ILF3	NME4	chr16	+	448207	448394	447198	447313	448989	449123	0.343	√	√	√	×	×	×
DDX55	APITD1	chr1	+	10491209	10491458	10490499	10490625	10493898	10494022	0.342	×	×	√	×	×	×
DDX55	LPHN2	chr1	+	82452972	82453025	82450942	82451039	82456074	82456365	0.342	×	×	×	×	×	×
LARP4	SLC39A14	chr8	+	22250566	22250745	22236939	22237027	22262208	22262383	0.342	×	×	×	×	×	×
LSM11	MDM4	chr1	+	204506557	204506625	204501318	204501374	204507336	204507436	0.342	×	×	×	×	×	×
NOL12	GTF2I	chr7	+	74158482	74158589	74157787	74157859	74159096	74159280	0.342	×	×	×	×	×	×
QKI	SORBS2	chr4	-	186605907	186606000	186599949	186599976	186611715	186611765	0.342	√	√	√	×	×	×
SUB1	ZNF561	chr19	-	9731591	9731725	9730107	9730258	9731837	9731910	0.342	×	×	×	×	×	×
UCHL5	IL17RB	chr3	+	53892597	53892637	53891651	53891717	53892745	53892845	0.342	×	×	×	√	√	√
DDX55	FAM3A	chrX	-	153736141	153736192	153735736	153735821	153736619	153736678	0.341	×	×	×	×	×	×
QKI	ACAT2	chr6	+	160189542	160189582	160183950	160184085	160196201	160196345	0.341	×	×	×	×	×	√
RBFOX2	OCIAD1	chr4	+	48833243	48833415	48833060	48833158	48834636	48834699	0.341	×	×	×	√	×	√
SUPV3L1	PHYHD1	chr9	+	131700035	131700223	131698861	131698924	131702647	131702776	0.341	×	×	√	×	×	×
TARDBP	C12orf23	chr12	+	107350859	107350927	107349644	107349843	107360888	107360958	0.341	×	×	√	×	×	√
DDX55	SLMAP	chr3	+	57850968	57851019	57850283	57850443	57857362	57857425	0.34	×	×	×	×	×	×
DDX6	HDHD2	chr18	-	44663605	44663709	44662709	44662820	44676748	44676830	0.34	×	√	×	×	×	×
EIF4G2	DLG3	chrX	+	69675833	69675952	69674945	69675113	69698999	69699114	0.34	×	×	√	×	×	×
FASTKD2	TMUB2	chr17	+	42265043	42265111	42264337	42264477	42265274	42265377	0.34	×	×	×	×	×	×
HNRNPC	LINC00963	chr9	+	132264675	132264798	132255697	132255874	132265601	132265901	0.34	×	×	√	√	√	√
HNRNPK	SUGP2	chr19	-	19104456	19104549	19101698	19101958	19105174	19106089	0.34	×	√	√	×	×	√
IGF2BP2	NKTR	chr3	+	42668691	42668719	42662920	42663008	42672037	42672067	0.34	×	×	×	×	×	×
LARP4	TSEN15	chr1	+	184041290	184041444	184023861	184023997	184041960	184043340	0.34	×	×	×	×	×	×
LARP4	RP11-357C3.3	chrX	-	62736789	62736962	62652243	62652371	62780711	62780929	0.34	×	×	×	×	×	×
TAF15	LINC01021	chr5	+	27477731	27477908	27475641	27475802	27485032	27485136	0.34	×	√	√	√	×	√
XRN2	INO80E	chr16	+	30012532	30012851	30012249	30012361	30016541	30016644	0.34	√	×	√	×	√	√
HNRNPK	TTLL3	chr3	+	9859328	9860604	9854931	9855029	9862229	9862425	0.339	×	×	√	×	√	√
ILF3	SNUPN	chr15	-	75914682	75914831	75913234	75913397	75917676	75917979	0.339	√	×	√	×	×	×
LARP4	NHLRC3	chr13	+	39616241	39616442	39613700	39613848	39618226	39618318	0.339	√	√	×	×	×	×
LARP7	PRRC2B	chr9	+	134349840	134351922	134348878	134349111	134353130	134353336	0.339	√	×	×	×	×	×
LSM11	LUZP1	chr1	-	23436077	23436143	23435514	23435620	23495258	23495338	0.339	×	√	√	×	×	×
LSM11	ZNF655	chr7	+	99159510	99160117	99158155	99158318	99169867	99174076	0.339	×	×	×	×	×	×
U2AF1	OS9	chr12	+	58113881	58114087	58112775	58112965	58114188	58114301	0.339	×	√	√	×	√	√
AUH	STAP2	chr19	-	4324451	4324661	4324040	4324194	4325212	4325305	0.338	×	×	×	×	×	×
DDX55	DHRS12	chr13	-	52371961	52372044	52365300	52365393	52373669	52373803	0.338	×	×	×	×	×	×
DDX55	LPHN2	chr1	+	82452943	82453025	82450942	82451039	82456074	82456524	0.338	×	×	×	×	×	×
